"reserved_room_type" "stays_in_week_nights" "stays_in_weekend_nights" "children" "babies"
"116386" "D" 1 1 0 0
"116387" "A" 1 0 0 0
"116388" "A" 3 2 0 0
"116389" "A" 1 0 0 0
"116390" "E" 2 2 1 0
"116391" "A" 1 2 0 0
"116392" "A" 1 1 0 0
"116393" "D" 1 1 0 0
"116394" "A" 1 0 0 0
"116395" "G" 5 2 2 0
"116396" "D" 1 2 0 0
"116397" "A" 1 2 1 0
"116398" "A" 1 1 0 0
"116399" "A" 2 2 0 0
"116400" "D" 3 2 0 0
"116401" "D" 2 1 0 0
"116402" "D" 2 1 0 0
"116403" "D" 2 1 0 0
"116404" "A" 2 1 1 0
"116405" "A" 2 1 0 0
"116406" "A" 2 2 0 0
"116407" "A" 2 2 0 0
"116408" "D" 2 0 2 0
"116409" "A" 2 0 0 0
"116410" "F" 1 0 2 0
"116411" "A" 2 0 0 0
"116412" "A" 2 0 0 0
"116413" "A" 3 2 0 0
"116414" "A" 2 0 0 0
"116415" "A" 2 0 0 0
"116416" "A" 3 2 0 0
"116417" "D" 3 2 0 0
"116418" "E" 1 0 0 0
"116419" "A" 1 0 0 0
"116420" "A" 3 2 0 0
"116421" "F" 2 2 2 0
"116422" "A" 2 0 1 0
"116423" "G" 4 2 1 0
"116424" "D" 2 1 0 0
"116425" "A" 1 0 0 0
"116426" "D" 2 1 0 0
"116427" "A" 2 2 0 0
"116428" "A" 2 1 0 0
"116429" "A" 2 1 0 0
"116430" "D" 2 1 1 0
"116431" "D" 2 1 0 0
"116432" "A" 2 1 0 1
"116433" "D" 2 1 0 0
"116434" "A" 3 2 0 0
"116435" "D" 2 0 1 0
"116436" "A" 3 2 0 0
"116437" "E" 5 2 2 0
"116438" "A" 1 0 0 0
"116439" "D" 3 2 0 0
"116440" "A" 1 0 0 0
"116441" "D" 3 2 0 0
"116442" "D" 4 2 0 0
"116443" "A" 1 0 0 0
"116444" "D" 2 2 0 0
"116445" "D" 2 2 0 0
"116446" "A" 2 1 0 0
"116447" "A" 2 1 0 0
"116448" "D" 4 2 0 0
"116449" "A" 2 1 1 0
"116450" "A" 2 2 0 0
"116451" "A" 2 2 0 0
"116452" "D" 2 2 0 0
"116453" "A" 2 1 0 0
"116454" "D" 1 0 0 0
"116455" "D" 3 0 0 0
"116456" "A" 5 2 0 0
"116457" "A" 5 2 0 0
"116458" "D" 5 2 0 0
"116459" "D" 3 0 0 0
"116460" "D" 3 1 0 0
"116461" "A" 3 2 0 0
"116462" "A" 3 1 0 0
"116463" "F" 3 1 2 0
"116464" "A" 3 1 0 0
"116465" "D" 3 1 0 0
"116466" "A" 3 1 0 0
"116467" "A" 3 0 0 0
"116468" "A" 2 0 0 0
"116469" "A" 2 0 0 0
"116470" "A" 3 0 0 0
"116471" "D" 1 0 0 0
"116472" "A" 1 0 0 0
"116473" "A" 3 1 1 0
"116474" "D" 3 0 0 0
"116475" "A" 3 0 0 0
"116476" "A" 3 0 0 0
"116477" "A" 2 0 0 0
"116478" "A" 3 0 0 0
"116479" "A" 4 2 1 0
"116480" "A" 4 2 0 0
"116481" "A" 3 2 0 0
"116482" "A" 3 1 0 0
"116483" "A" 3 1 0 0
"116484" "A" 3 1 0 0
"116485" "A" 3 1 0 0
"116486" "A" 3 1 0 0
"116487" "A" 3 1 0 0
"116488" "A" 3 1 0 0
"116489" "A" 2 0 1 0
"116490" "A" 3 0 0 0
"116491" "D" 3 1 0 0
"116492" "A" 3 0 1 0
"116493" "A" 3 0 0 0
"116494" "A" 4 2 0 0
"116495" "A" 2 0 0 0
"116496" "F" 1 0 1 0
"116497" "E" 3 2 2 0
"116498" "D" 1 0 1 0
"116499" "A" 4 2 0 0
"116500" "A" 3 1 0 0
"116501" "A" 3 1 0 0
"116502" "D" 1 0 1 0
"116503" "A" 3 0 0 0
"116504" "A" 4 2 0 0
"116505" "A" 3 0 0 0
"116506" "D" 3 2 0 0
"116507" "A" 2 0 0 0
"116508" "A" 2 0 2 0
"116509" "A" 3 2 0 0
"116510" "A" 3 0 0 0
"116511" "A" 3 1 0 0
"116512" "A" 3 1 0 0
"116513" "A" 3 1 0 0
"116514" "G" 3 1 1 0
"116515" "D" 1 0 1 0
"116516" "E" 5 2 0 0
"116517" "A" 4 2 0 0
"116518" "D" 3 0 0 0
"116519" "A" 3 0 0 0
"116520" "D" 3 1 0 0
"116521" "A" 3 0 0 0
"116522" "A" 2 0 1 0
"116523" "A" 3 1 0 0
"116524" "A" 3 2 1 0
"116525" "F" 1 0 0 0
"116526" "A" 2 0 0 0
"116527" "A" 4 2 0 0
"116528" "A" 1 0 0 0
"116529" "A" 4 0 1 0
"116530" "A" 4 0 1 0
"116531" "A" 4 1 0 0
"116532" "A" 4 1 0 0
"116533" "A" 3 0 0 0
"116534" "A" 3 0 0 0
"116535" "A" 5 2 0 0
"116536" "A" 1 0 0 0
"116537" "A" 2 0 0 0
"116538" "D" 2 0 0 0
"116539" "A" 3 0 0 0
"116540" "G" 4 0 3 0
"116541" "A" 4 1 0 0
"116542" "D" 5 2 0 0
"116543" "F" 1 0 2 0
"116544" "A" 5 2 0 0
"116545" "A" 1 0 0 0
"116546" "A" 1 0 0 0
"116547" "F" 4 1 2 0
"116548" "D" 4 0 0 0
"116549" "D" 2 0 0 0
"116550" "A" 4 2 0 0
"116551" "E" 2 0 1 0
"116552" "F" 1 0 2 0
"116553" "E" 3 0 1 0
"116554" "A" 4 0 0 0
"116555" "A" 4 0 0 0
"116556" "A" 3 0 1 0
"116557" "A" 5 2 0 0
"116558" "A" 3 0 0 0
"116559" "B" 2 0 2 0
"116560" "B" 2 0 0 0
"116561" "A" 2 0 0 0
"116562" "A" 1 0 0 0
"116563" "A" 1 0 0 0
"116564" "D" 1 0 0 0
"116565" "A" 5 2 0 0
"116566" "A" 5 2 0 0
"116567" "A" 2 0 0 0
"116568" "A" 4 0 0 0
"116569" "A" 2 0 0 0
"116570" "A" 4 2 0 0
"116571" "A" 2 0 0 0
"116572" "A" 5 2 0 0
"116573" "A" 1 0 1 0
"116574" "D" 10 4 0 0
"116575" "A" 1 0 1 0
"116576" "A" 2 0 0 0
"116577" "A" 4 0 0 0
"116578" "A" 4 0 0 0
"116579" "D" 6 2 0 0
"116580" "A" 3 0 0 0
"116581" "D" 2 0 0 0
"116582" "A" 2 0 0 0
"116583" "A" 3 0 0 0
"116584" "A" 4 0 0 0
"116585" "A" 1 0 0 0
"116586" "A" 4 0 0 0
"116587" "A" 3 0 0 0
"116588" "D" 1 0 0 0
"116589" "E" 4 0 1 0
"116590" "A" 4 0 0 0
"116591" "A" 2 0 0 0
"116592" "D" 5 2 0 0
"116593" "E" 2 0 0 0
"116594" "A" 5 2 0 0
"116595" "A" 1 0 1 0
"116596" "A" 3 0 1 0
"116597" "A" 3 0 0 0
"116598" "A" 2 0 1 0
"116599" "A" 4 1 1 0
"116600" "A" 1 0 1 0
"116601" "D" 4 1 0 0
"116602" "A" 4 1 0 0
"116603" "A" 1 0 0 0
"116604" "D" 4 1 0 0
"116605" "D" 4 1 0 0
"116606" "A" 1 0 0 0
"116607" "A" 4 0 0 0
"116608" "A" 1 0 0 0
"116609" "E" 1 0 1 0
"116610" "D" 3 0 0 0
"116611" "D" 4 0 0 0
"116612" "A" 5 2 0 0
"116613" "A" 2 0 0 0
"116614" "A" 5 2 0 0
"116615" "D" 4 0 0 0
"116616" "D" 4 1 0 0
"116617" "A" 4 0 0 0
"116618" "A" 3 0 0 0
"116619" "A" 5 1 0 0
"116620" "D" 3 0 0 0
"116621" "A" 2 0 1 0
"116622" "A" 5 2 0 0
"116623" "A" 5 2 0 0
"116624" "A" 4 0 0 0
"116625" "A" 5 2 1 0
"116626" "D" 5 2 0 0
"116627" "D" 5 2 0 0
"116628" "D" 2 0 0 0
"116629" "D" 1 0 0 0
"116630" "E" 1 0 0 0
"116631" "A" 5 1 0 0
"116632" "A" 1 0 0 0
"116633" "A" 1 0 0 0
"116634" "D" 3 0 0 0
"116635" "D" 3 0 0 0
"116636" "A" 1 0 1 0
"116637" "A" 3 0 0 0
"116638" "D" 2 0 0 0
"116639" "A" 5 0 0 0
"116640" "A" 1 0 0 0
"116641" "A" 2 0 0 0
"116642" "E" 4 0 1 0
"116643" "D" 2 0 0 0
"116644" "A" 3 0 0 0
"116645" "A" 3 0 0 0
"116646" "D" 3 0 0 0
"116647" "D" 5 0 0 0
"116648" "D" 5 2 0 0
"116649" "A" 3 0 0 0
"116650" "A" 3 0 0 0
"116651" "A" 3 0 0 0
"116652" "E" 4 0 0 0
"116653" "D" 8 2 1 0
"116654" "A" 3 0 0 0
"116655" "A" 2 0 0 0
"116656" "A" 2 0 0 0
"116657" "A" 2 0 0 0
"116658" "A" 5 1 0 0
"116659" "A" 3 0 1 0
"116660" "F" 4 0 1 0
"116661" "A" 3 0 0 0
"116662" "A" 3 0 0 0
"116663" "A" 1 0 0 0
"116664" "A" 3 0 0 0
"116665" "A" 3 0 0 0
"116666" "A" 3 0 0 0
"116667" "A" 1 0 0 0
"116668" "D" 5 0 0 0
"116669" "E" 5 0 0 0
"116670" "D" 3 0 0 0
"116671" "A" 3 0 0 0
"116672" "A" 3 0 0 0
"116673" "A" 3 0 0 0
"116674" "A" 1 0 0 0
"116675" "F" 1 0 2 0
"116676" "A" 5 1 0 0
"116677" "A" 1 0 0 0
"116678" "A" 2 1 0 0
"116679" "A" 1 1 0 0
"116680" "A" 0 1 1 0
"116681" "A" 1 1 0 0
"116682" "A" 1 1 0 0
"116683" "A" 2 1 0 0
"116684" "A" 2 1 0 0
"116685" "A" 1 1 0 0
"116686" "A" 5 1 0 0
"116687" "A" 5 1 0 0
"116688" "A" 2 1 0 0
"116689" "D" 3 1 0 0
"116690" "A" 2 1 1 0
"116691" "A" 2 1 1 0
"116692" "A" 1 1 0 0
"116693" "F" 1 1 2 0
"116694" "A" 1 1 0 0
"116695" "A" 1 1 0 0
"116696" "A" 1 1 0 0
"116697" "A" 1 1 0 0
"116698" "A" 1 1 0 0
"116699" "A" 1 1 0 0
"116700" "A" 1 1 0 0
"116701" "A" 1 1 0 0
"116702" "A" 4 1 0 0
"116703" "A" 1 1 0 0
"116704" "A" 1 1 0 0
"116705" "A" 1 1 0 0
"116706" "A" 1 1 0 0
"116707" "A" 1 1 0 0
"116708" "A" 1 1 0 0
"116709" "A" 1 1 0 0
"116710" "A" 1 1 0 0
"116711" "A" 1 1 0 0
"116712" "A" 1 1 0 0
"116713" "A" 1 1 0 0
"116714" "A" 1 1 0 0
"116715" "A" 1 1 0 0
"116716" "A" 1 1 0 0
"116717" "A" 1 1 0 0
"116718" "A" 1 1 0 0
"116719" "A" 1 1 0 0
"116720" "A" 1 1 0 0
"116721" "A" 1 1 0 0
"116722" "A" 1 1 0 0
"116723" "A" 1 1 0 0
"116724" "A" 1 1 0 0
"116725" "A" 1 1 0 0
"116726" "A" 1 1 0 0
"116727" "A" 1 1 0 0
"116728" "D" 2 1 0 0
"116729" "D" 2 1 0 0
"116730" "A" 1 1 0 0
"116731" "A" 1 1 0 0
"116732" "A" 1 1 0 0
"116733" "A" 1 1 0 0
"116734" "A" 1 1 0 0
"116735" "A" 1 1 0 0
"116736" "A" 1 1 0 0
"116737" "D" 2 1 0 0
"116738" "D" 2 1 0 0
"116739" "E" 1 1 1 1
"116740" "D" 3 1 0 0
"116741" "A" 2 1 0 0
"116742" "A" 2 1 0 0
"116743" "A" 5 1 0 0
"116744" "A" 2 1 0 0
"116745" "A" 2 1 0 0
"116746" "D" 3 1 0 0
"116747" "D" 1 1 0 0
"116748" "E" 1 1 0 0
"116749" "A" 1 1 0 0
"116750" "A" 0 1 0 0
"116751" "A" 1 1 0 0
"116752" "A" 1 1 0 0
"116753" "A" 1 1 0 0
"116754" "A" 1 1 0 0
"116755" "A" 1 1 0 0
"116756" "A" 1 1 0 0
"116757" "A" 1 1 0 0
"116758" "A" 2 1 0 0
"116759" "A" 2 1 0 0
"116760" "A" 0 1 0 0
"116761" "A" 0 1 1 0
"116762" "A" 0 1 0 0
"116763" "A" 0 1 0 1
"116764" "D" 6 3 0 0
"116765" "D" 2 1 0 0
"116766" "D" 4 1 0 0
"116767" "A" 2 1 0 0
"116768" "A" 2 1 0 0
"116769" "G" 4 1 2 0
"116770" "E" 1 1 2 0
"116771" "A" 2 1 1 0
"116772" "A" 2 1 0 0
"116773" "D" 2 1 0 0
"116774" "A" 3 1 0 0
"116775" "A" 1 1 0 0
"116776" "A" 1 1 0 0
"116777" "A" 5 2 0 0
"116778" "A" 5 2 0 0
"116779" "A" 5 2 0 0
"116780" "A" 1 2 0 0
"116781" "D" 2 2 0 0
"116782" "A" 0 1 0 0
"116783" "D" 4 2 0 0
"116784" "A" 0 1 0 0
"116785" "A" 0 2 0 0
"116786" "D" 0 1 0 0
"116787" "A" 0 1 0 0
"116788" "A" 0 1 0 0
"116789" "A" 0 1 0 0
"116790" "A" 2 2 0 0
"116791" "A" 0 2 0 0
"116792" "D" 0 2 0 0
"116793" "D" 0 2 0 0
"116794" "A" 2 2 0 0
"116795" "A" 1 2 0 0
"116796" "A" 0 1 0 0
"116797" "F" 2 2 1 0
"116798" "A" 1 2 0 0
"116799" "A" 0 1 0 0
"116800" "A" 2 2 0 1
"116801" "A" 2 2 1 0
"116802" "D" 4 2 0 0
"116803" "A" 0 1 0 0
"116804" "A" 4 2 0 0
"116805" "D" 1 2 0 0
"116806" "A" 0 1 0 0
"116807" "D" 0 1 0 0
"116808" "D" 5 2 0 0
"116809" "D" 0 1 0 0
"116810" "D" 0 2 0 0
"116811" "A" 0 1 1 0
"116812" "A" 0 2 0 0
"116813" "A" 0 2 0 0
"116814" "A" 0 2 0 0
"116815" "A" 0 2 1 0
"116816" "E" 0 1 2 0
"116817" "D" 3 2 0 0
"116818" "D" 0 2 1 0
"116819" "A" 0 1 0 0
"116820" "A" 0 2 0 0
"116821" "A" 4 2 0 0
"116822" "A" 4 2 0 0
"116823" "A" 0 1 0 0
"116824" "D" 3 2 0 0
"116825" "A" 0 1 0 0
"116826" "A" 2 2 1 0
"116827" "A" 1 1 0 0
"116828" "A" 1 1 0 0
"116829" "A" 2 2 1 0
"116830" "D" 1 1 0 0
"116831" "A" 1 0 0 0
"116832" "A" 1 2 0 0
"116833" "A" 1 1 3 0
"116834" "A" 1 1 0 0
"116835" "E" 3 2 2 0
"116836" "D" 1 2 0 0
"116837" "D" 5 2 0 0
"116838" "A" 1 2 0 0
"116839" "E" 1 2 0 0
"116840" "A" 1 1 0 0
"116841" "A" 1 1 0 0
"116842" "A" 1 1 0 0
"116843" "A" 1 1 0 0
"116844" "D" 1 1 0 0
"116845" "A" 1 1 1 0
"116846" "A" 2 2 0 0
"116847" "A" 1 1 1 0
"116848" "A" 1 0 0 0
"116849" "F" 6 3 1 0
"116850" "A" 1 2 0 0
"116851" "D" 1 2 0 0
"116852" "A" 1 1 0 0
"116853" "A" 1 2 0 0
"116854" "A" 1 1 0 0
"116855" "A" 1 1 0 0
"116856" "D" 1 2 0 0
"116857" "A" 1 2 0 0
"116858" "A" 6 2 0 0
"116859" "D" 2 2 0 0
"116860" "A" 1 1 0 0
"116861" "D" 3 2 0 0
"116862" "D" 2 2 0 0
"116863" "A" 1 1 0 0
"116864" "A" 1 1 0 0
"116865" "A" 1 2 0 0
"116866" "A" 1 0 0 0
"116867" "D" 2 2 0 0
"116868" "D" 1 0 0 0
"116869" "A" 1 2 0 0
"116870" "A" 6 4 0 0
"116871" "A" 3 2 0 0
"116872" "A" 1 0 0 0
"116873" "A" 1 2 0 0
"116874" "A" 5 2 0 0
"116875" "F" 1 0 1 0
"116876" "A" 1 1 0 0
"116877" "A" 1 1 0 0
"116878" "F" 2 2 2 0
"116879" "A" 1 0 0 0
"116880" "D" 1 2 0 0
"116881" "A" 1 0 0 0
"116882" "D" 1 0 1 0
"116883" "F" 1 2 0 0
"116884" "D" 2 2 0 0
"116885" "A" 2 2 1 0
"116886" "E" 1 0 0 0
"116887" "F" 1 2 0 0
"116888" "D" 3 2 0 0
"116889" "A" 1 1 1 0
"116890" "A" 1 1 0 0
"116891" "D" 1 1 0 0
"116892" "A" 2 0 0 0
"116893" "D" 3 2 0 0
"116894" "D" 3 2 0 0
"116895" "A" 2 1 0 0
"116896" "A" 2 1 0 0
"116897" "D" 5 2 0 0
"116898" "A" 2 0 0 0
"116899" "A" 2 1 0 0
"116900" "A" 2 2 0 0
"116901" "A" 2 1 0 0
"116902" "D" 2 1 0 0
"116903" "D" 5 2 0 0
"116904" "A" 2 1 0 0
"116905" "E" 1 0 0 0
"116906" "D" 2 1 1 0
"116907" "D" 2 2 0 0
"116908" "A" 2 1 0 0
"116909" "A" 2 0 0 0
"116910" "A" 2 1 1 0
"116911" "A" 3 2 0 0
"116912" "A" 2 0 1 0
"116913" "A" 3 2 0 0
"116914" "A" 2 2 0 0
"116915" "A" 2 2 0 0
"116916" "D" 1 0 0 0
"116917" "D" 1 0 0 0
"116918" "D" 2 1 0 0
"116919" "A" 2 1 0 0
"116920" "D" 2 0 0 0
"116921" "F" 2 0 2 0
"116922" "A" 2 2 0 0
"116923" "D" 3 2 0 0
"116924" "A" 2 1 0 0
"116925" "D" 2 2 0 0
"116926" "A" 2 2 0 0
"116927" "A" 1 0 0 0
"116928" "A" 1 0 0 0
"116929" "A" 2 1 1 0
"116930" "D" 2 2 0 0
"116931" "A" 2 2 0 0
"116932" "A" 2 2 0 0
"116933" "A" 4 0 0 0
"116934" "D" 2 2 0 0
"116935" "D" 2 2 0 0
"116936" "A" 2 1 0 0
"116937" "G" 5 2 2 0
"116938" "A" 7 3 1 0
"116939" "A" 2 0 0 0
"116940" "A" 2 0 0 0
"116941" "A" 2 1 0 0
"116942" "A" 2 2 1 0
"116943" "A" 2 2 0 0
"116944" "A" 2 2 0 0
"116945" "A" 2 1 0 0
"116946" "A" 3 2 0 0
"116947" "A" 4 2 0 0
"116948" "D" 3 2 0 0
"116949" "D" 3 2 0 0
"116950" "E" 2 1 0 0
"116951" "A" 3 2 0 0
"116952" "A" 3 0 0 0
"116953" "A" 3 0 0 0
"116954" "D" 1 0 1 0
"116955" "F" 2 0 2 0
"116956" "A" 3 0 0 0
"116957" "A" 2 0 0 0
"116958" "A" 3 0 0 0
"116959" "A" 3 1 0 0
"116960" "A" 3 1 0 0
"116961" "A" 3 0 0 0
"116962" "D" 2 0 0 0
"116963" "A" 3 1 0 0
"116964" "A" 3 1 0 0
"116965" "E" 3 2 2 0
"116966" "G" 3 0 2 0
"116967" "F" 1 0 1 0
"116968" "A" 5 2 0 0
"116969" "D" 3 0 0 0
"116970" "A" 3 2 0 0
"116971" "A" 3 1 0 0
"116972" "D" 3 0 0 0
"116973" "D" 3 1 0 0
"116974" "A" 1 0 0 0
"116975" "A" 3 1 0 0
"116976" "A" 1 0 0 0
"116977" "A" 1 0 0 0
"116978" "A" 7 2 0 0
"116979" "A" 8 2 0 0
"116980" "A" 3 1 0 0
"116981" "A" 5 2 0 0
"116982" "A" 1 0 0 0
"116983" "F" 8 2 1 0
"116984" "A" 3 1 0 0
"116985" "A" 3 1 0 0
"116986" "A" 3 1 0 0
"116987" "A" 3 1 0 0
"116988" "A" 3 1 0 0
"116989" "D" 3 0 0 0
"116990" "A" 3 2 0 0
"116991" "A" 1 0 0 0
"116992" "A" 3 1 0 0
"116993" "D" 2 0 0 0
"116994" "A" 2 0 0 0
"116995" "A" 3 0 0 0
"116996" "A" 3 1 0 0
"116997" "D" 3 2 0 0
"116998" "A" 3 1 1 0
"116999" "D" 2 0 0 0
"117000" "D" 2 0 0 0
"117001" "A" 7 2 0 0
"117002" "A" 3 0 0 0
"117003" "D" 4 0 0 0
"117004" "D" 3 0 0 0
"117005" "D" 4 1 0 0
"117006" "A" 4 0 0 0
"117007" "A" 4 0 0 0
"117008" "A" 4 0 1 0
"117009" "A" 4 0 0 0
"117010" "A" 4 1 0 0
"117011" "A" 4 1 0 0
"117012" "A" 3 0 0 0
"117013" "A" 3 0 0 0
"117014" "D" 4 0 0 0
"117015" "E" 1 0 0 0
"117016" "A" 2 0 0 0
"117017" "A" 2 0 0 0
"117018" "D" 4 0 0 0
"117019" "A" 3 0 0 0
"117020" "A" 4 0 0 0
"117021" "A" 2 0 0 0
"117022" "A" 4 0 0 0
"117023" "A" 3 0 0 0
"117024" "A" 3 0 0 0
"117025" "D" 2 0 0 0
"117026" "A" 3 0 0 0
"117027" "A" 3 0 0 0
"117028" "A" 4 1 0 0
"117029" "A" 3 0 0 0
"117030" "A" 3 0 0 0
"117031" "G" 4 1 1 0
"117032" "A" 3 0 0 0
"117033" "A" 3 0 0 0
"117034" "A" 3 0 0 0
"117035" "A" 4 0 0 0
"117036" "A" 3 0 0 0
"117037" "A" 4 0 0 0
"117038" "A" 3 0 0 0
"117039" "F" 3 0 2 0
"117040" "A" 3 0 0 0
"117041" "A" 4 1 0 0
"117042" "A" 2 0 0 0
"117043" "A" 3 0 0 0
"117044" "A" 4 0 0 0
"117045" "E" 5 2 0 0
"117046" "A" 2 0 0 0
"117047" "A" 2 0 1 0
"117048" "E" 3 0 2 0
"117049" "A" 2 0 0 0
"117050" "A" 2 0 0 0
"117051" "D" 4 0 0 0
"117052" "D" 2 0 0 0
"117053" "A" 2 0 0 0
"117054" "D" 5 2 0 0
"117055" "F" 3 0 2 0
"117056" "A" 3 0 0 0
"117057" "A" 3 0 0 0
"117058" "F" 3 0 2 0
"117059" "A" 1 0 1 0
"117060" "A" 5 2 0 0
"117061" "A" 5 2 0 0
"117062" "A" 4 0 0 0
"117063" "A" 3 0 0 0
"117064" "A" 1 0 0 0
"117065" "A" 1 0 0 0
"117066" "E" 4 2 0 0
"117067" "B" 3 0 0 0
"117068" "A" 2 0 0 0
"117069" "A" 1 0 1 0
"117070" "A" 2 0 0 0
"117071" "A" 3 0 0 0
"117072" "E" 2 0 0 0
"117073" "A" 2 0 0 0
"117074" "D" 5 2 0 0
"117075" "D" 5 2 0 0
"117076" "B" 3 0 0 0
"117077" "D" 4 0 0 0
"117078" "A" 3 0 0 0
"117079" "D" 3 0 0 0
"117080" "A" 2 0 0 0
"117081" "A" 2 0 0 0
"117082" "D" 2 0 0 0
"117083" "D" 5 2 0 0
"117084" "A" 3 0 0 0
"117085" "A" 3 0 1 0
"117086" "A" 4 1 0 0
"117087" "A" 3 0 0 0
"117088" "A" 2 0 0 0
"117089" "E" 5 2 0 0
"117090" "A" 5 2 0 0
"117091" "A" 1 0 0 0
"117092" "A" 5 0 0 0
"117093" "D" 5 1 0 0
"117094" "A" 1 0 0 0
"117095" "A" 1 0 0 0
"117096" "A" 3 0 0 0
"117097" "A" 4 0 0 0
"117098" "A" 1 0 0 0
"117099" "A" 2 0 1 0
"117100" "A" 2 0 0 0
"117101" "D" 5 1 0 0
"117102" "A" 2 0 0 0
"117103" "D" 3 0 0 0
"117104" "E" 5 1 0 0
"117105" "A" 2 0 0 0
"117106" "D" 2 0 0 0
"117107" "A" 3 0 0 0
"117108" "A" 2 0 0 0
"117109" "D" 3 0 0 0
"117110" "D" 3 0 0 0
"117111" "A" 3 0 0 0
"117112" "D" 2 0 0 0
"117113" "A" 3 0 0 0
"117114" "A" 2 0 0 0
"117115" "E" 1 0 2 0
"117116" "D" 1 0 1 0
"117117" "A" 2 0 0 0
"117118" "A" 4 0 0 0
"117119" "A" 4 0 0 0
"117120" "A" 3 0 0 0
"117121" "A" 2 0 0 0
"117122" "A" 2 0 0 0
"117123" "A" 3 0 0 0
"117124" "A" 4 0 0 0
"117125" "A" 4 0 0 0
"117126" "F" 2 0 1 0
"117127" "A" 3 0 0 0
"117128" "B" 3 0 1 0
"117129" "B" 3 0 2 0
"117130" "D" 4 0 0 0
"117131" "B" 5 1 2 0
"117132" "B" 5 1 0 0
"117133" "A" 5 2 0 0
"117134" "A" 3 0 0 0
"117135" "A" 3 0 0 0
"117136" "E" 1 0 2 0
"117137" "A" 1 0 0 0
"117138" "F" 1 0 2 0
"117139" "A" 5 0 0 0
"117140" "A" 3 0 0 0
"117141" "A" 3 0 0 0
"117142" "D" 3 0 0 1
"117143" "D" 2 0 0 0
"117144" "A" 5 1 0 0
"117145" "D" 3 0 0 0
"117146" "A" 1 0 0 0
"117147" "A" 1 0 0 0
"117148" "A" 1 0 0 0
"117149" "A" 1 0 0 0
"117150" "A" 1 0 0 0
"117151" "A" 3 0 0 0
"117152" "A" 2 0 0 0
"117153" "A" 3 0 0 0
"117154" "D" 3 0 0 0
"117155" "A" 2 0 0 0
"117156" "A" 2 0 0 0
"117157" "A" 2 0 0 0
"117158" "D" 1 0 0 0
"117159" "A" 2 0 0 0
"117160" "A" 5 1 0 0
"117161" "F" 4 1 2 0
"117162" "A" 1 1 0 0
"117163" "A" 0 1 0 0
"117164" "A" 0 1 0 0
"117165" "A" 5 2 0 0
"117166" "G" 5 2 1 0
"117167" "A" 4 1 0 0
"117168" "A" 4 1 0 0
"117169" "A" 2 1 0 0
"117170" "D" 5 3 0 0
"117171" "F" 2 1 2 0
"117172" "A" 9 3 0 0
"117173" "D" 2 1 0 0
"117174" "D" 2 1 0 0
"117175" "D" 2 1 0 0
"117176" "A" 0 1 0 0
"117177" "A" 2 1 0 0
"117178" "A" 1 1 1 0
"117179" "A" 5 2 0 0
"117180" "D" 0 1 0 0
"117181" "D" 0 1 0 0
"117182" "D" 0 1 0 0
"117183" "A" 0 1 0 0
"117184" "G" 1 1 2 0
"117185" "D" 4 1 0 0
"117186" "D" 5 2 1 0
"117187" "A" 3 1 0 0
"117188" "A" 5 2 0 0
"117189" "A" 1 1 0 0
"117190" "A" 3 1 0 0
"117191" "A" 2 1 0 0
"117192" "A" 2 1 0 0
"117193" "A" 0 1 0 0
"117194" "A" 2 1 0 0
"117195" "A" 2 1 0 0
"117196" "D" 5 1 0 0
"117197" "G" 1 1 1 0
"117198" "A" 2 1 0 0
"117199" "A" 2 1 0 0
"117200" "A" 3 1 0 0
"117201" "A" 1 1 0 0
"117202" "A" 1 1 0 0
"117203" "E" 1 1 1 0
"117204" "B" 3 1 0 0
"117205" "B" 3 1 2 0
"117206" "A" 2 1 0 0
"117207" "A" 1 1 0 0
"117208" "D" 5 1 0 0
"117209" "A" 0 1 0 0
"117210" "A" 0 1 0 0
"117211" "E" 3 1 0 0
"117212" "D" 0 1 0 0
"117213" "D" 0 1 0 0
"117214" "A" 0 1 0 0
"117215" "A" 0 1 0 0
"117216" "A" 3 2 0 0
"117217" "A" 1 2 0 0
"117218" "A" 0 2 0 0
"117219" "A" 5 2 0 0
"117220" "D" 2 2 0 0
"117221" "D" 0 2 0 0
"117222" "A" 0 2 0 0
"117223" "A" 1 2 0 0
"117224" "A" 5 2 0 0
"117225" "A" 1 2 0 0
"117226" "A" 5 2 0 0
"117227" "A" 5 2 0 0
"117228" "A" 5 2 0 0
"117229" "D" 0 1 0 0
"117230" "D" 0 1 0 0
"117231" "A" 1 2 0 0
"117232" "A" 2 2 0 0
"117233" "E" 0 1 2 0
"117234" "A" 1 2 0 0
"117235" "A" 1 2 0 0
"117236" "A" 1 2 0 0
"117237" "A" 1 2 1 0
"117238" "A" 1 2 0 0
"117239" "A" 2 2 0 0
"117240" "D" 0 1 0 0
"117241" "E" 2 2 0 0
"117242" "D" 0 2 0 0
"117243" "A" 1 2 0 0
"117244" "A" 1 2 0 0
"117245" "A" 1 2 0 0
"117246" "A" 1 2 0 0
"117247" "A" 1 2 0 0
"117248" "A" 0 2 0 0
"117249" "A" 2 2 0 0
"117250" "A" 0 2 0 0
"117251" "A" 1 2 1 0
"117252" "A" 0 2 0 0
"117253" "A" 1 2 0 0
"117254" "A" 1 2 0 0
"117255" "D" 2 2 0 0
"117256" "A" 5 2 0 0
"117257" "A" 4 2 0 0
